GENE_SYMBOL,GSM2445716,GSM2445717,GSM2445718,GSM2445719,GSM2445720,GSM2445721,GSM2445722,GSM2445723,GSM2445724,GSM2445725,GSM2445726,GSM2445727,GSM2445728,GSM2445729,GSM2445730,GSM2445731,GSM2445732,GSM2445733,GSM2445734,GSM2445735,GSM2445736,GSM2445737,GSM2445738,GSM2445739,GSM2445740
5S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
7SK,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A1CF,,,,,,,,,,,,,,,,,,,,,,,,,
A2M,12.48840647,11.46366462,12.11035098,13.32466136,14.42413274,13.77150483,10.63394157,13.3695467,13.35279711,13.93428894,12.77942668,15.22280682,12.28491433,13.98926178,13.28403013,13.23628329,13.35426454,13.06775583,13.32343749,12.98396304,13.87638909,12.31606812,13.26700284,12.58495629,13.28409259
A2M-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
A2MP1,,,,,,,,,,,,,,,,,,,,,,,,,
A3GALT2,,,,,,,,,,,,,,,,,,,,,,,,,
A4GALT,,,,,,,,,,,,,,,,,,,,,,,,,
A4GNT,,,,,,,,,,,,,,,,,,,,,,,,,
AC004019.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC004019.13,,,,,,,,,,,,,,,,,,,,,,,,,
AC004022.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC004022.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC004051.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004053.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004054.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004057.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004062.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004063.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004066.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004066.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004067.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004069.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004069.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004070.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004074.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004076.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004076.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC004076.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC004112.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004125.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004129.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC004129.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC004156.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004158.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004158.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004159.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004160.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004221.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004231.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004237.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004257.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004381.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC004381.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC004381.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC004383.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004386.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004386.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004448.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004448.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004449.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC004453.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC004461.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004471.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC004471.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC004485.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004490.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004510.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004535.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004538.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004540.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004540.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004543.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004549.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC004593.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004603.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004623.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004623.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004637.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004691.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004692.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004692.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004702.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004744.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004754.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004775.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004791.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004792.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004813.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004824.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004837.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004837.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004837.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004840.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC004854.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004854.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004862.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC004866.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004866.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004869.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004869.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004870.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004870.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004870.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004878.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004878.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC004893.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC004893.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC004895.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC004899.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004901.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004906.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004911.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004920.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004920.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004938.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004941.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC004941.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004945.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004947.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC004951.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC004951.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC004953.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC004967.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC004980.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC004980.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC004980.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC004980.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC004985.12,,,,,,,,,,,,,,,,,,,,,,,,,
AC004987.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC004987.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC004988.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005008.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005008.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005009.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005009.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005013.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005014.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005017.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005019.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005019.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005033.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005034.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005037.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005040.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005041.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC005042.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005042.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005042.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005042.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005042.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005062.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005076.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005077.14,,,,,,,,,,,,,,,,,,,,,,,,,
AC005077.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005077.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005077.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC005082.12,,,,,,,,,,,,,,,,,,,,,,,,,
AC005083.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005086.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005086.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005086.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005094.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005102.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005104.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005105.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005150.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005152.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005154.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005154.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005154.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC005160.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005162.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005162.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005176.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005176.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005176.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005178.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005189.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005197.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005220.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005224.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005229.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005229.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005235.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005237.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005237.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005251.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005253.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005253.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005255.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005255.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005255.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005256.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005262.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005262.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005262.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005264.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005276.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005281.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005281.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005300.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005301.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC005301.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC005304.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005306.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005307.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005307.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005307.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005307.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005324.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005324.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005329.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005330.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005336.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005336.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005339.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005351.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005355.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005355.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005355.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005357.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005358.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005363.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC005363.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC005387.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005387.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005391.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005392.13,,,,,,,,,,,,,,,,,,,,,,,,,
AC005394.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005477.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005480.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005481.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005487.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005488.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC005498.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005498.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005514.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005517.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005518.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005519.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005522.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005522.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005523.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005523.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005532.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005534.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005534.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC005537.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005538.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005538.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005539.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005540.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005546.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005550.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005550.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005559.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005562.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005578.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005588.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005592.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005592.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005592.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005593.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005597.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005606.14,,,,,,,,,,,,,,,,,,,,,,,,,
AC005606.15,,,,,,,,,,,,,,,,,,,,,,,,,
AC005609.16,,,,,,,,,,,,,,,,,,,,,,,,,
AC005609.17,,,,,,,,,,,,,,,,,,,,,,,,,
AC005609.18,,,,,,,,,,,,,,,,,,,,,,,,,
AC005609.19,,,,,,,,,,,,,,,,,,,,,,,,,
AC005609.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005609.20,,,,,,,,,,,,,,,,,,,,,,,,,
AC005614.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005614.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005616.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005616.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005618.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005618.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC005618.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC005624.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005625.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005626.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005682.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005682.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005703.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005703.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005722.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005730.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005740.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005740.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC005740.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005740.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005741.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005752.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC005753.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005754.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005754.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC005757.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005758.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005772.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005775.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005776.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005777.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005779.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005780.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005785.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005785.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005786.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005786.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC005786.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005786.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC005789.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC005794.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005795.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005796.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005808.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005822.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005838.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005863.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005863.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005915.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005932.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC005943.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005943.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC005944.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC005954.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC005954.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006000.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006003.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006004.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006007.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006011.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006014.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC006014.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC006019.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006019.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006022.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006026.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006026.12,,,,,,,,,,,,,,,,,,,,,,,,,
AC006026.13,,,,,,,,,,,,,,,,,,,,,,,,,
AC006026.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC006028.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC006033.22,,,,,,,,,,,,,,,,,,,,,,,,,
AC006037.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006041.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006042.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC006042.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC006042.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC006050.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006070.12,,,,,,,,,,,,,,,,,,,,,,,,,
AC006076.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006077.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006077.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006115.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.12,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.13,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.14,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.15,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.17,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.19,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.20,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.21,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.22,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.24,,,,,,,,,,,,,,,,,,,,,,,,,
AC006116.27,,,,,,,,,,,,,,,,,,,,,,,,,
AC006126.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006128.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006129.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006129.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006129.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006130.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006130.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006133.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006133.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC006145.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006150.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006153.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006159.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006159.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006160.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006160.8,,,,,,,,,,,,,,,,,,,,,,,,,
AC006195.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006196.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006227.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006262.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC006262.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC006262.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006262.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006262.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC006272.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006273.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006273.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006277.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006277.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006296.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006296.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006326.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006328.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006328.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC006335.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC006335.11,,,,,,,,,,,,,,,,,,,,,,,,,
AC006335.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006335.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC006355.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006366.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006369.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006369.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006372.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006372.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006372.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC006373.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006378.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006380.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006386.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006390.4,,,,,,,,,,,,,,,,,,,,,,,,,
AC006427.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006445.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006445.6,,,,,,,,,,,,,,,,,,,,,,,,,
AC006445.7,,,,,,,,,,,,,,,,,,,,,,,,,
AC006449.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006458.3,,,,,,,,,,,,,,,,,,,,,,,,,
AC006460.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006461.2,,,,,,,,,,,,,,,,,,,,,,,,,
AC006466.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006482.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006483.5,,,,,,,,,,,,,,,,,,,,,,,,,
AC006486.10,,,,,,,,,,,,,,,,,,,,,,,,,
AC006486.9,,,,,,,,,,,,,,,,,,,,,,,,,
AC006499.1,,,,,,,,,,,,,,,,,,,,,,,,,
AC006499.2,,,,,,,,,,,,,,,,,,,,,,,,,
